지점,지점명,일시,1.5M 평균 습도(%),10CM 일 토양수분(%),1.5M 평균 기온(°C),평균 지면온도(°C)
972,안동옥동,2021-04-07,52,20,13.3,14.7
972,안동옥동,2021-04-08,54,19,11.8,15.1
972,안동옥동,2021-04-09,67,19,8.5,10.6
972,안동옥동,2021-04-10,64,18,9.3,14.7
972,안동옥동,2021-04-11,60,18,12,16.5
972,안동옥동,2021-04-12,81,18,11,12.3
972,안동옥동,2021-04-13,70,24,13.6,13.8
972,안동옥동,2021-04-14,48,22,10.3,13.6
972,안동옥동,2021-04-15,56,20,9.3,12.6
972,안동옥동,2021-04-16,67,20,11.5,11.7
972,안동옥동,2021-04-17,60,20,10.4,14.1
972,안동옥동,2021-04-18,50,19,11,13.5
972,안동옥동,2021-04-19,48,18,14.4,16.9
972,안동옥동,2021-04-20,52,18,16.4,20
972,안동옥동,2021-04-21,59,18,17.6,21.3
972,안동옥동,2021-04-22,48,18,18.8,20.5
972,안동옥동,2021-04-23,48,17,15.9,15.6
972,안동옥동,2021-04-24,63,17,15.4,20.9
972,안동옥동,2021-04-25,56,17,14.7,21.6
972,안동옥동,2021-04-26,60,16,11.8,18.1
972,안동옥동,2021-04-27,54,16,14.7,19.5
972,안동옥동,2021-04-28,48,16,16.9,19.7
972,안동옥동,2021-04-29,63,16,,18.4
972,안동옥동,2021-04-30,64,16,13.7,16.9
972,안동옥동,2021-05-01,75,23,10.7,12.5
972,안동옥동,2021-05-02,72,19,12,17.6
972,안동옥동,2021-05-03,66,22,13.5,18.4
972,안동옥동,2021-05-04,82,20,14.6,15.8
972,안동옥동,2021-05-05,54,24,17.3,19.1
972,안동옥동,2021-05-06,59,21,13.8,17.3
972,안동옥동,2021-05-07,63,20,14.8,14.9
972,안동옥동,2021-05-08,54,20,16.1,19.9
972,안동옥동,2021-05-09,43,19,16.8,21
972,안동옥동,2021-05-10,91,18,10,11.4
972,안동옥동,2021-05-11,78,24,13.7,15.8
972,안동옥동,2021-05-12,64,22,15.5,19.7
972,안동옥동,2021-05-13,64,21,19,23.3
972,안동옥동,2021-05-14,67,20,20.8,23.6
972,안동옥동,2021-05-15,89,19,19,19.6
972,안동옥동,2021-05-16,97,27,20.1,19.8
972,안동옥동,2021-05-17,96,25,15.2,17
972,안동옥동,2021-05-18,87,24,17.1,20.4
972,안동옥동,2021-05-19,70,23,19.8,23.1
972,안동옥동,2021-05-20,88,22,16.1,17.6
972,안동옥동,2021-05-21,89,24,15.5,16.4
972,안동옥동,2021-05-22,73,23,19,21.3
972,안동옥동,2021-05-23,74,22,20.1,21.8
972,안동옥동,2021-05-24,59,21,20.5,23.3
972,안동옥동,2021-05-25,66,20,14.2,16.6
972,안동옥동,2021-05-26,76,20,14.3,18.1
972,안동옥동,2021-05-27,78,20,15.9,18.1
972,안동옥동,2021-05-28,88,19,13.8,15.2
972,안동옥동,2021-05-29,65,23,17.4,17.9
972,안동옥동,2021-05-30,67,21,18,22.4
972,안동옥동,2021-05-31,79,23,18.5,20.9
972,안동옥동,2021-06-01,75,22,20.3,23.2
972,안동옥동,2021-06-02,67,21,22,25
972,안동옥동,2021-06-03,94,20,18.2,19.5
972,안동옥동,2021-06-04,65,24,19.2,22.3
972,안동옥동,2021-06-05,68,22,19.9,22.9
972,안동옥동,2021-06-06,75,21,21.6,23.9
972,안동옥동,2021-06-07,77,20,21,22
972,안동옥동,2021-06-08,65,20,23.5,27.6
972,안동옥동,2021-06-09,65,19,23.9,28.6
972,안동옥동,2021-06-10,69,18,23,27.2
972,안동옥동,2021-06-11,89,27,22.1,24.6
972,안동옥동,2021-06-12,77,23,24.1,25.8
972,안동옥동,2021-06-13,74,22,24,28.6
972,안동옥동,2021-06-14,75,20,23.1,27.3
972,안동옥동,2021-06-15,84,20,20.9,22.4
972,안동옥동,2021-06-16,78,20,20.6,23.7
972,안동옥동,2021-06-17,80,20,19.4,22
972,안동옥동,2021-06-18,87,19,20.7,22.7
972,안동옥동,2021-06-19,71,19,22.1,28
972,안동옥동,2021-06-20,69,18,22.5,26.8
972,안동옥동,2021-06-21,69,18,22.3,28.7
972,안동옥동,2021-06-22,79,17,19.9,25
972,안동옥동,2021-06-23,,25,,
972,안동옥동,2021-06-24,78,22,21.5,26.6
972,안동옥동,2021-06-25,76,21,22.7,27.4
972,안동옥동,2021-06-26,81,19,22.1,26.8
972,안동옥동,2021-06-27,75,19,22.6,26.8
972,안동옥동,2021-06-28,77,18,22.2,26.3
972,안동옥동,2021-06-29,72,17,23.2,30.5
972,안동옥동,2021-06-30,85,17,22.1,25.2
972,안동옥동,2021-07-01,73,16,24.1,30
972,안동옥동,2021-07-02,78,16,22.7,30.2
972,안동옥동,2021-07-03,89,15,21.1,23.5
972,안동옥동,2021-07-04,78,25,25,26.2
972,안동옥동,2021-07-05,82,23,23.1,24.4
972,안동옥동,2021-07-06,91,26,23.2,25.3
972,안동옥동,2021-07-07,93,29,24.4,25.7
972,안동옥동,2021-07-08,84,28,24.6,29.6
972,안동옥동,2021-07-09,88,27,24.2,28
972,안동옥동,2021-07-10,88,25,24.1,29
972,안동옥동,2021-07-11,88,26,24.2,28.2
972,안동옥동,2021-07-12,83,26,25.8,30.4
972,안동옥동,2021-07-13,84,24,26.9,32.2
972,안동옥동,2021-07-14,80,23,27.7,34.2
972,안동옥동,2021-07-15,89,22,25.1,27
972,안동옥동,2021-07-16,80,25,25.7,29.2
972,안동옥동,2021-07-17,80,23,25.3,28.5
972,안동옥동,2021-07-18,84,22,24.9,26.9
972,안동옥동,2021-07-19,85,24,26.2,28.9
972,안동옥동,2021-07-20,80,23,26.6,30.2
972,안동옥동,2021-07-21,77,22,25.6,30.2
972,안동옥동,2021-07-22,79,20,25.8,31.3
972,안동옥동,2021-07-23,76,19,26.6,32.7
972,안동옥동,2021-07-24,77,18,26.5,33.1
972,안동옥동,2021-07-25,81,17,25.9,32.2
972,안동옥동,2021-07-26,76,17,26.6,33.3
972,안동옥동,2021-07-27,76,16,26.5,34.4
972,안동옥동,2021-07-28,74,15,26.9,35.3
972,안동옥동,2021-07-29,80,14,26.8,34.9
972,안동옥동,2021-07-30,82,13,27.5,33.6
972,안동옥동,2021-07-31,76,13,27.9,35
972,안동옥동,2021-08-01,91,12,26.1,29.8
972,안동옥동,2021-08-02,89,23,26.2,29.5
972,안동옥동,2021-08-03,88,24,26.5,30.6
972,안동옥동,2021-08-04,84,22,27.5,30.9
972,안동옥동,2021-08-05,81,20,28.2,33.4
972,안동옥동,2021-08-06,81,18,27.3,33.7
972,안동옥동,2021-08-07,80,24,27.1,30.4
972,안동옥동,2021-08-08,93,23,24.5,27.9
972,안동옥동,2021-08-09,80,24,24.8,28
972,안동옥동,2021-08-10,88,22,23.5,28
972,안동옥동,2021-08-11,88,24,24.5,27.8
972,안동옥동,2021-08-12,85,25,24.9,28.9
972,안동옥동,2021-08-14,91,23,22.3,25.9
972,안동옥동,2021-08-15,88,23,21.8,24.8
972,안동옥동,2021-08-16,77,22,22.8,25.8
972,안동옥동,2021-08-17,76,21,23,26.6
972,안동옥동,2021-08-18,83,20,22.8,26.5
972,안동옥동,2021-08-19,88,20,22,24.8
972,안동옥동,2021-08-20,82,20,23.7,29.1
972,안동옥동,2021-08-21,93,19,22.7,24.1
972,안동옥동,2021-08-22,87,26,23.4,25.3
972,안동옥동,2021-08-23,96,24,21.6,23.4
972,안동옥동,2021-08-24,93,27,23.2,24.4
972,안동옥동,2021-08-25,97,26,22.5,24.3
972,안동옥동,2021-08-26,89,26,23.9,26.4
972,안동옥동,2021-08-27,97,25,21.4,24.4
972,안동옥동,2021-08-28,84,26,22.7,25.6
972,안동옥동,2021-08-29,94,28,21.2,24
972,안동옥동,2021-08-30,90,26,21.9,24.2
972,안동옥동,2021-08-31,93,25,21.9,24.2
972,안동옥동,2021-09-01,97,33,,21.9
972,안동옥동,2021-09-02,88,26,20.8,22.7
972,안동옥동,2021-09-03,84,25,20.5,24
972,안동옥동,2021-09-04,83,24,19.6,22.9
972,안동옥동,2021-09-05,85,23,19.8,22.4
972,안동옥동,2021-09-06,83,23,20.3,23.2
972,안동옥동,2021-09-07,99,30,19.8,21.5
972,안동옥동,2021-09-08,86,27,22,24.8
972,안동옥동,2021-09-09,89,25,21.1,24.3
972,안동옥동,2021-09-10,92,24,21.2,23.8
972,안동옥동,2021-09-11,85,24,21.7,24.8
972,안동옥동,2021-09-12,82,23,21.8,23.8
972,안동옥동,2021-09-13,82,22,21.2,23.5
972,안동옥동,2021-09-14,82,22,19.3,21.7
972,안동옥동,2021-09-15,75,21,20.5,23.9
972,안동옥동,2021-09-16,79,20,20.2,22.9
972,안동옥동,2021-09-17,94,30,18.5,20.7
972,안동옥동,2021-09-18,89,26,19.3,23.3
972,안동옥동,2021-09-19,85,25,19.7,23.4
972,안동옥동,2021-09-20,81,24,20.5,22.2
972,안동옥동,2021-09-21,96,23,20,21.4
972,안동옥동,2021-09-22,82,26,20.4,21.7
972,안동옥동,2021-09-23,78,26,19.2,19.9
972,안동옥동,2021-09-24,85,25,18.3,19.5
972,안동옥동,2021-09-25,89,24,17.9,19.5
972,안동옥동,2021-09-26,78,24,19.2,21.6
972,안동옥동,2021-09-27,83,23,19.1,21.1
972,안동옥동,2021-09-28,87,23,19.8,22.1
972,안동옥동,2021-09-29,98,23,20.1,21
972,안동옥동,2021-09-30,83,28,20.9,23.3
972,안동옥동,2021-10-01,89,26,19.1,21.9
972,안동옥동,2021-10-02,84,25,19.2,20.8
972,안동옥동,2021-10-03,88,24,19.3,21.3
972,안동옥동,2021-10-04,89,24,20.5,21.7
972,안동옥동,2021-10-05,83,23,21.5,22.2
972,안동옥동,2021-10-06,87,23,19.8,21.3
972,안동옥동,2021-10-07,81,22,20.8,21.7
972,안동옥동,2021-10-08,93,22,19.6,20.4
972,안동옥동,2021-10-09,91,22,20.9,22.9
972,안동옥동,2021-10-10,86,22,22.2,23.1
972,안동옥동,2021-10-11,95,23,15.7,18.5
972,안동옥동,2021-10-12,94,28,14.9,17.7
972,안동옥동,2021-10-13,89,27,16.3,18.6
972,안동옥동,2021-10-14,86,26,17.6,19.7
972,안동옥동,2021-10-15,93,25,17.1,19
972,안동옥동,2021-10-16,70,29,13.2,16
972,안동옥동,2021-10-17,63,25,5.5,10
972,안동옥동,2021-10-18,76,24,6.8,10.6
972,안동옥동,2021-10-19,76,24,9.6,12
972,안동옥동,2021-10-20,83,24,7.5,11.6
972,안동옥동,2021-10-21,85,24,8.7,11.8
972,안동옥동,2021-10-22,86,24,8.4,11.4
972,안동옥동,2021-10-23,82,23,9.2,12.2
972,안동옥동,2021-10-24,82,23,8.3,11.3
972,안동옥동,2021-10-25,85,23,8.4,11.2
972,안동옥동,2021-10-26,86,23,9.4,12.1
972,안동옥동,2021-10-27,79,23,10.6,11.9
972,안동옥동,2021-10-28,80,23,9.9,11.6
972,안동옥동,2021-10-29,81,23,9.5,11.2
972,안동옥동,2021-10-30,84,14,10,11.4
973,화순능주,2021-03-01,94,31,11.4,9.7
973,화순능주,2021-03-02,81,36,4.6,7
973,화순능주,2021-03-03,79,34,4.2,7.2
973,화순능주,2021-03-04,91,32,6.8,6.9
973,화순능주,2021-03-05,82,36,9.8,11
973,화순능주,2021-03-06,78,34,8.6,10
973,화순능주,2021-03-07,73,32,8.2,10
973,화순능주,2021-03-08,72,32,8.3,10.8
973,화순능주,2021-03-09,63,31,8.5,10.1
973,화순능주,2021-03-10,69,30,7.9,9.5
973,화순능주,2021-03-11,74,29,9.9,10.8
973,화순능주,2021-03-12,92,36,9.6,10
973,화순능주,2021-03-13,83,35,8.3,10.4
973,화순능주,2021-03-14,79,33,7.5,9.8
973,화순능주,2021-03-15,78,32,10.6,11.2
973,화순능주,2021-03-16,74,35,10.7,12.9
973,화순능주,2021-03-17,72,33,7.3,10.1
973,화순능주,2021-03-18,75,32,9.8,11.7
973,화순능주,2021-03-19,70,30,12.7,13.5
973,화순능주,2021-03-20,89,36,10,11
973,화순능주,2021-03-21,67,34,6.6,8.5
973,화순능주,2021-03-22,57,33,7,8.7
973,화순능주,2021-03-23,75,31,7.1,9.5
973,화순능주,2021-03-24,71,30,9.3,10.3
973,화순능주,2021-03-25,72,29,11,11.8
973,화순능주,2021-03-26,60,27,12.4,12
973,화순능주,2021-03-27,89,25,13.7,11.6
973,화순능주,2021-03-28,88,35,11.9,13.6
973,화순능주,2021-03-29,66,34,12.8,13.4
973,화순능주,2021-03-30,67,32,11.3,13.5
973,화순능주,2021-03-31,64,31,12.9,13.4
973,화순능주,2021-04-01,44,29,15.5,12.9
973,화순능주,2021-04-02,49,27,18.7,14.6
973,화순능주,2021-04-03,86,26,16.8,14.6
973,화순능주,2021-04-04,97,34,10.8,12.9
973,화순능주,2021-04-05,77,34,10.2,14.4
973,화순능주,2021-04-06,68,32,10.7,13.4
973,화순능주,2021-04-07,64,30,11.7,13.5
973,화순능주,2021-04-08,63,28,10.9,13.8
973,화순능주,2021-04-09,65,25,10.9,13.8
973,화순능주,2021-04-10,68,23,11.9,14.2
973,화순능주,2021-04-11,61,22,12.5,14.6
973,화순능주,2021-04-12,80,20,13.8,13
973,화순능주,2021-04-13,81,34,10.5,13.8
973,화순능주,2021-04-14,55,32,8.8,11.6
973,화순능주,2021-04-15,60,29,8.8,11.6
973,화순능주,2021-04-16,78,26,11.4,11.9
973,화순능주,2021-04-17,63,25,10.7,12.9
973,화순능주,2021-04-18,57,23,10.4,12.3
973,화순능주,2021-04-19,66,21,10.5,13.1
973,화순능주,2021-04-20,65,19,13.6,14.7
973,화순능주,2021-04-21,60,17,16.2,15.5
973,화순능주,2021-04-22,56,16,17.3,15.7
973,화순능주,2021-04-23,39,15,20.7,17.5
973,화순능주,2021-04-24,55,14,17.4,17.9
973,화순능주,2021-04-25,68,12,16.2,17.4
973,화순능주,2021-04-26,59,12,14.7,18.1
973,화순능주,2021-04-27,70,11,14.4,16.3
973,화순능주,2021-04-28,65,11,16.8,18.2
973,화순능주,2021-04-29,58,10,16.5,19.7
973,화순능주,2021-04-30,58,11,15.5,18.1
973,화순능주,2021-05-01,80,34,10.4,13.9
973,화순능주,2021-05-02,76,32,11.5,15
973,화순능주,2021-05-03,71,29,14.2,16.7
973,화순능주,2021-05-04,90,25,16.9,16.5
973,화순능주,2021-05-05,70,33,14.4,17.8
973,화순능주,2021-05-06,68,31,13.4,15.5
973,화순능주,2021-05-07,70,28,14.3,15.4
973,화순능주,2021-05-08,68,27,15.3,16.3
973,화순능주,2021-05-09,67,24,15.4,17.7
973,화순능주,2021-05-10,59,24,16.8,16.9
973,화순능주,2021-05-11,63,22,18.6,18.1
973,화순능주,2021-05-12,63,20,20.8,20.9
973,화순능주,2021-05-13,74,17,20.8,21.6
973,화순능주,2021-05-14,74,15,21.7,21.8
973,화순능주,2021-05-15,91,33,21.6,21.1
973,화순능주,2021-05-16,96,34,21.3,21.1
973,화순능주,2021-05-17,95,35,16.1,18.7
973,화순능주,2021-05-18,83,35,17.5,20.4
973,화순능주,2021-05-19,76,33,20,21.7
973,화순능주,2021-05-20,95,35,16.4,18.7
973,화순능주,2021-05-21,81,36,16.2,19.4
973,화순능주,2021-05-22,80,34,18.3,20.9
973,화순능주,2021-05-23,74,32,20.7,22.6
973,화순능주,2021-05-24,77,31,19.1,22.8
973,화순능주,2021-05-25,70,29,16.6,20.2
973,화순능주,2021-05-26,69,26,17.4,19.2
973,화순능주,2021-05-27,87,24,16.3,19.5
973,화순능주,2021-05-28,79,22,17.4,18.8
973,화순능주,2021-05-29,75,31,18.1,20.4
973,화순능주,2021-05-30,66,27,19.9,21.8
973,화순능주,2021-05-31,64,23,21.5,23
973,화순능주,2021-06-01,66,19,21.7,23
973,화순능주,2021-06-02,72,16,21.9,22.5
973,화순능주,2021-06-03,92,30,20,20.5
973,화순능주,2021-06-04,72,32,19.8,22.4
973,화순능주,2021-06-05,84,30,19.6,22.2
973,화순능주,2021-06-06,72,27,21.7,23.3
973,화순능주,2021-06-07,69,23,22.3,23.2
973,화순능주,2021-06-08,74,19,23.8,25
973,화순능주,2021-06-09,70,16,24.6,26
973,화순능주,2021-06-10,77,14,22.9,23.2
973,화순능주,2021-06-11,86,34,23.7,25.4
973,화순능주,2021-06-12,84,32,24.4,26.3
973,화순능주,2021-06-13,84,30,23.1,26.7
973,화순능주,2021-06-14,83,27,23,25
973,화순능주,2021-06-15,88,25,21.5,22.9
973,화순능주,2021-06-16,73,32,24,24.4
973,화순능주,2021-06-17,85,30,21.9,23.4
973,화순능주,2021-06-18,90,32,21.6,23.1
973,화순능주,2021-06-19,80,31,22.7,25.7
973,화순능주,2021-06-20,74,28,23.4,26
973,화순능주,2021-06-21,71,24,23.2,25.2
973,화순능주,2021-06-22,80,20,22.8,25.1
973,화순능주,2021-06-23,83,17,22.4,24.5
973,화순능주,2021-06-24,84,18,22.2,24.7
973,화순능주,2021-06-25,79,17,23.3,26
973,화순능주,2021-06-26,77,15,23.9,26.6
973,화순능주,2021-06-27,78,13,24.2,25.6
973,화순능주,2021-06-28,87,13,23.1,25.4
973,화순능주,2021-06-29,85,26,23.6,26.2
973,화순능주,2021-06-30,81,21,24.1,27.1
973,화순능주,2021-07-01,79,17,25,27
973,화순능주,2021-07-02,83,14,25.4,27.1
973,화순능주,2021-07-03,90,13,23.5,24.4
973,화순능주,2021-07-04,88,32,23.6,24.7
973,화순능주,2021-07-05,98,31,21.2,23.2
973,화순능주,2021-07-06,100,36,22.5,22.7
973,화순능주,2021-07-07,99,36,25.2,25
973,화순능주,2021-07-08,95,36,25.7,26
973,화순능주,2021-07-09,91,35,25.8,27.6
973,화순능주,2021-07-10,89,34,25.9,27.4
973,화순능주,2021-07-11,89,34,26.3,27.8
973,화순능주,2021-07-12,86,33,27.6,29.2
973,화순능주,2021-07-13,82,31,27.8,29.7
973,화순능주,2021-07-14,85,28,27.4,29.4
973,화순능주,2021-07-15,82,26,27.6,30.9
973,화순능주,2021-07-16,88,21,25.4,27.2
973,화순능주,2021-07-17,80,31,26.2,28.2
973,화순능주,2021-07-18,79,28,26.6,28
973,화순능주,2021-07-19,81,26,27,30.2
973,화순능주,2021-07-20,85,22,26.5,28.6
973,화순능주,2021-07-21,83,20,26.8,29
973,화순능주,2021-07-22,82,17,27.1,30.4
973,화순능주,2021-07-23,81,15,27,30.2
973,화순능주,2021-07-24,79,13,27.6,31.3
973,화순능주,2021-07-25,72,12,27.7,31.2
973,화순능주,2021-07-26,75,11,27.6,31.7
973,화순능주,2021-07-27,78,10,27,32
973,화순능주,2021-07-28,80,10,27.8,33.3
973,화순능주,2021-07-29,82,9,27.2,33.1
973,화순능주,2021-07-30,83,9,26.8,30.6
973,화순능주,2021-07-31,82,30,28.8,31.5
973,화순능주,2021-08-01,87,28,27.8,30.2
973,화순능주,2021-08-02,88,23,27.2,30.2
973,화순능주,2021-08-03,93,34,26,28
973,화순능주,2021-08-04,84,32,27.8,29.9
973,화순능주,2021-08-05,84,31,28.1,30.1
973,화순능주,2021-08-06,86,28,26.7,30
973,화순능주,2021-08-07,85,25,27,30.6
973,화순능주,2021-08-08,92,21,25.5,27.8
973,화순능주,2021-08-09,84,30,26.5,28.7
973,화순능주,2021-08-10,88,26,26.3,28.1
973,화순능주,2021-08-11,84,22,26.2,29.7
973,화순능주,2021-08-12,85,19,25.8,28.5
973,화순능주,2021-08-14,91,32,23.9,26
973,화순능주,2021-08-15,86,30,25.2,28.4
973,화순능주,2021-08-16,80,27,25.3,28.5
973,화순능주,2021-08-17,83,22,24.8,29.1
973,화순능주,2021-08-18,94,34,22.3,25.3
973,화순능주,2021-08-19,91,34,22.6,25.7
973,화순능주,2021-08-20,81,33,25,26.9
973,화순능주,2021-08-21,96,32,23.9,24.6
973,화순능주,2021-08-22,89,35,25.4,27.7
973,화순능주,2021-08-23,97,33,24.3,25.5
973,화순능주,2021-08-24,94,36,25.3,25.5
973,화순능주,2021-08-25,96,36,24.9,25.6
973,화순능주,2021-08-26,84,36,25.3,28.4
973,화순능주,2021-08-27,93,36,24.1,25.7
973,화순능주,2021-08-28,88,36,25.2,27.2
973,화순능주,2021-08-29,92,35,25.8,27.8
973,화순능주,2021-08-30,90,35,25.7,27.8
973,화순능주,2021-08-31,90,35,26,27.8
973,화순능주,2021-09-01,96,34,24.3,25.7
973,화순능주,2021-09-02,96,36,21.7,23.8
973,화순능주,2021-09-03,90,36,23.1,25.8
973,화순능주,2021-09-04,90,37,23.1,25.2
973,화순능주,2021-09-05,81,35,22.2,23
973,화순능주,2021-09-06,80,35,21.8,22
973,화순능주,2021-09-07,87,34,23.1,23.6
973,화순능주,2021-09-08,84,34,22.5,24.7
973,화순능주,2021-09-09,90,34,22,24.4
973,화순능주,2021-09-10,94,33,21.9,23.7
973,화순능주,2021-09-11,89,32,23.4,26.2
973,화순능주,2021-09-12,89,30,23.2,25.6
973,화순능주,2021-09-13,73,28,23.8,23.9
973,화순능주,2021-09-14,82,34,23.9,24.5
973,화순능주,2021-09-15,73,32,24.1,25.5
973,화순능주,2021-09-16,88,28,20.9,22.6
973,화순능주,2021-09-17,87,33,23.6,25.9
973,화순능주,2021-09-18,83,31,23.3,26.2
973,화순능주,2021-09-19,86,29,21.6,25.1
973,화순능주,2021-09-20,79,26,23.3,23.9
973,화순능주,2021-09-21,90,35,22.2,24.3
973,화순능주,2021-09-22,89,33,21.9,24.3
973,화순능주,2021-09-23,86,32,19,22.6
973,화순능주,2021-09-24,86,31,18.9,22
973,화순능주,2021-09-25,86,29,20.4,21.9
973,화순능주,2021-09-26,86,27,21.3,22.9
973,화순능주,2021-09-27,82,25,22.2,23.9
973,화순능주,2021-09-28,83,23,22.5,23.6
973,화순능주,2021-09-29,96,22,22.1,23
973,화순능주,2021-09-30,84,35,22.9,24.9
973,화순능주,2021-10-01,91,33,21.3,24
973,화순능주,2021-10-02,88,32,20.8,23.1
973,화순능주,2021-10-03,82,31,22.9,23.6
973,화순능주,2021-10-04,82,30,24.6,24.5
973,화순능주,2021-10-05,85,27,22.2,23.7
973,화순능주,2021-10-06,87,24,21,23.7
973,화순능주,2021-10-07,89,22,21,22.2
973,화순능주,2021-10-08,92,21,21.5,22.7
973,화순능주,2021-10-09,85,21,23.2,24.5
973,화순능주,2021-10-10,87,19,23.7,24.3
973,화순능주,2021-10-11,94,18,,20
973,화순능주,2021-10-12,91,33,18.4,19.9
973,화순능주,2021-10-13,82,31,20.6,21.8
973,화순능주,2021-10-14,84,30,21,22.4
973,화순능주,2021-10-15,86,28,19.5,20.8
973,화순능주,2021-10-16,73,34,13.8,16.4
973,화순능주,2021-10-17,59,32,7.2,11.5
973,화순능주,2021-10-18,81,30,8.3,12.7
973,화순능주,2021-10-19,83,29,11,13.4
973,화순능주,2021-10-20,80,28,8.7,12
973,화순능주,2021-10-21,80,26,9.8,12.8
973,화순능주,2021-10-22,76,25,8.4,11.7
973,화순능주,2021-10-23,75,23,9.7,12.2
973,화순능주,2021-10-24,78,22,10.3,12.6
973,화순능주,2021-10-25,82,21,10.5,12.9
973,화순능주,2021-10-26,83,20,9.9,13.2
973,화순능주,2021-10-27,82,19,11.5,13.2
973,화순능주,2021-10-28,81,19,10.7,12.7
973,화순능주,2021-10-29,77,18,12.2,13.7
973,화순능주,2021-10-30,89,17,11.2,12.4
974,대곡,2021-03-01,93,13,11,9.2
974,대곡,2021-03-02,79,17,4.8,6.9
974,대곡,2021-03-03,73,15,3.4,5.6
974,대곡,2021-03-04,85,15,5.6,5.2
974,대곡,2021-03-05,78,16,9.8,10.4
974,대곡,2021-03-06,75,15,6.8,6.9
974,대곡,2021-03-07,71,14,6.3,7.8
974,대곡,2021-03-08,79,14,5.4,8.1
974,대곡,2021-03-09,69,14,8.9,10.8
974,대곡,2021-03-10,63,13,8.1,9.5
974,대곡,2021-03-11,68,13,8.7,9.5
974,대곡,2021-03-12,90,16,9.1,8.4
974,대곡,2021-03-13,75,16,8.2,9.7
974,대곡,2021-03-14,73,15,8.1,8.5
974,대곡,2021-03-15,78,15,9.6,10
974,대곡,2021-03-16,60,15,14,13.4
974,대곡,2021-03-17,65,14,8.3,10.3
974,대곡,2021-03-18,74,14,10,11.9
974,대곡,2021-03-19,62,13,11.8,12.8
974,대곡,2021-03-20,92,13,9.5,10
974,대곡,2021-03-21,55,15,8.3,9.4
974,대곡,2021-03-22,42,14,6.6,7.9
974,대곡,2021-03-23,62,14,7.3,8.7
974,대곡,2021-03-24,69,14,9.1,10.6
974,대곡,2021-03-25,67,13,11.1,12.7
974,대곡,2021-03-26,63,13,11.5,12.6
974,대곡,2021-03-27,91,13,11.4,9.9
974,대곡,2021-03-28,74,17,15,15.1
974,대곡,2021-03-29,54,15,13,12.1
974,대곡,2021-03-30,50,14,12,13.3
974,대곡,2021-03-31,65,14,11.3,13.3
974,대곡,2021-04-01,53,13,13.3,12.6
974,대곡,2021-04-02,56,13,16.6,16.6
974,대곡,2021-04-03,88,13,15.5,14.4
974,대곡,2021-04-04,83,19,12.3,12.2
974,대곡,2021-04-05,50,16,10.6,11.7
974,대곡,2021-04-06,59,15,10.2,11.4
974,대곡,2021-04-07,61,14,12.5,14.1
974,대곡,2021-04-08,65,14,12.2,13.7
974,대곡,2021-04-09,74,13,9.8,11.8
974,대곡,2021-04-10,68,13,8.9,12.8
974,대곡,2021-04-11,67,12,10.1,13.5
974,대곡,2021-04-12,88,12,11.1,10.9
974,대곡,2021-04-13,69,16,14.2,14.3
974,대곡,2021-04-14,51,15,9.3,11.7
974,대곡,2021-04-15,55,14,9.3,10.3
974,대곡,2021-04-16,73,13,11.7,11.8
974,대곡,2021-04-17,53,13,12.4,14.9
974,대곡,2021-04-18,43,13,12.1,13.7
974,대곡,2021-04-19,50,12,12.4,15.2
974,대곡,2021-04-20,55,11,13.9,16.9
974,대곡,2021-04-21,55,11,16.6,18.3
974,대곡,2021-04-22,53,11,17.8,17.3
974,대곡,2021-04-23,50,11,17.2,17.4
974,대곡,2021-04-24,62,10,16,20.7
974,대곡,2021-04-25,63,10,16.5,21
974,대곡,2021-04-26,62,9,12.6,19
974,대곡,2021-04-27,74,8,12.3,15.9
974,대곡,2021-04-28,69,8,16.8,20.6
974,대곡,2021-04-29,60,8,16.8,19.6
974,대곡,2021-04-30,42,8,17,21.2
974,대곡,2021-05-01,70,8,11.5,13.4
974,대곡,2021-05-02,65,8,11.7,14.7
974,대곡,2021-05-03,71,8,13.1,17.8
974,대곡,2021-05-04,91,8,14.6,14.2
974,대곡,2021-05-05,52,15,17.1,18.4
974,대곡,2021-05-06,61,13,12.8,15.4
974,대곡,2021-05-07,67,12,15.3,16.7
974,대곡,2021-05-08,61,12,14.4,17.8
974,대곡,2021-05-09,41,11,18.1,20.3
974,대곡,2021-05-10,58,11,15.7,17.9
974,대곡,2021-05-11,66,11,16,17.5
974,대곡,2021-05-12,65,10,18.6,21
974,대곡,2021-05-13,65,10,20.6,25.5
974,대곡,2021-05-14,73,9,20.7,25.2
974,대곡,2021-05-15,95,9,19.5,19.9
974,대곡,2021-05-16,94,14,21.3,20.4
974,대곡,2021-05-17,95,14,18,18.5
974,대곡,2021-05-18,88,14,17.8,20
974,대곡,2021-05-19,72,13,21,23.5
974,대곡,2021-05-20,97,13,15.9,16.5
974,대곡,2021-05-21,73,14,17.6,18.8
974,대곡,2021-05-22,73,13,18.8,21.8
974,대곡,2021-05-23,73,13,21,23.9
974,대곡,2021-05-24,72,12,20.7,23
974,대곡,2021-05-25,59,11,17.4,20.4
974,대곡,2021-05-26,58,11,16.9,19.5
974,대곡,2021-05-27,79,10,16.8,19.7
974,대곡,2021-05-28,78,10,16.8,18.6
974,대곡,2021-05-29,66,10,19.3,22.2
974,대곡,2021-05-30,69,9,19.1,24.6
974,대곡,2021-05-31,70,9,20.2,25
